,Country,Region,Year,Happiness Rank,Happiness Score,upperwhisker,lowerwhisker,Economy (GDP per Capita),Family/Social Status,Health (Life Expectancy),freedom to make life choices,Generosity,Perceptions of corruption,Dystopia Residual,Number of Records,ONE,COUNT OF OUTER CIRCLE,lat,long
0,Switzerland,Western Europe,2015,1,7.587000000000001,7.655220000000001,7.5187800000000005,1.3965100000000001,1.34951,0.9414299999999999,0.66557,0.29678000000000004,0.41978000000000004,2.5173799999999997,1,1,158,46.7794,8.0329
1,Iceland,Western Europe,2015,2,7.561,7.65868,7.4633199999999995,1.3023200000000001,1.4022299999999999,0.94784,0.6287699999999999,0.4363,0.14145,2.70201,1,1,158,64.82600000000001,-18.417
2,Denmark,Western Europe,2015,3,7.527,7.59356,7.46044,1.32548,1.36058,0.87464,0.6493800000000001,0.34139,0.48357,2.4920400000000003,1,1,158,56.113,9.096
3,Norway,Western Europe,2015,4,7.522,7.599600000000001,7.4444,1.459,1.33095,0.88521,0.66973,0.34699,0.36503,2.4653099999999997,1,1,158,61.3701,9.3031
4,Canada,North America,2015,5,7.4270000000000005,7.498060000000001,7.35594,1.32629,1.32261,0.9056299999999999,0.63297,0.45811,0.32957,2.4517599999999997,1,1,158,59.2067,-111.1937
5,Finland,Western Europe,2015,6,7.406000000000001,7.468800000000001,7.3432,1.29025,1.31826,0.8891100000000001,0.64169,0.23351,0.41372,2.61955,1,1,158,62.716,26.191999999999997
6,Netherlands,Western Europe,2015,7,7.377999999999999,7.433979999999999,7.322019999999999,1.32944,1.28017,0.89284,0.6157600000000001,0.4761,0.31814000000000003,2.4657,1,1,158,52.1704,5.0102
7,Sweden,Western Europe,2015,8,7.364,7.42714,7.30086,1.33171,1.2890700000000002,0.9108700000000001,0.6598,0.36262,0.43843999999999994,2.3711900000000004,1,1,158,66.2188,19.0
8,New Zealand,Australia and New Zealand,2015,9,7.2860000000000005,7.353420000000001,7.21858,1.2501799999999998,1.3196700000000001,0.9083700000000001,0.6393800000000001,0.47501000000000004,0.42922,2.26425,1,1,158,-42.558,172.377
9,Australia,Australia and New Zealand,2015,10,7.284,7.36566,7.2023399999999995,1.33358,1.30923,0.93156,0.6512399999999999,0.43562,0.35636999999999996,2.26646,1,1,158,-24.578000000000003,133.582
10,Israel,Middle East and Northern Africa,2015,11,7.278,7.3473999999999995,7.2086,1.2285700000000002,1.22393,0.9138700000000001,0.41318999999999995,0.33171999999999996,0.07785,3.08854,1,1,158,30.991999999999997,34.834
11,Costa Rica,Latin America and Caribbean,2015,12,7.226,7.31508,7.13692,0.95578,1.2378799999999999,0.8602700000000001,0.63376,0.25497,0.10583,3.17728,1,1,158,10.126,-84.075
12,Austria,Western Europe,2015,13,7.2,7.2750200000000005,7.12498,1.33723,1.29704,0.8904200000000001,0.62433,0.33088,0.18675999999999998,2.5332,1,1,158,47.65,14.705
13,Mexico,Latin America and Caribbean,2015,14,7.187,7.27052,7.10348,1.02054,0.91451,0.8144399999999999,0.48181,0.14074,0.21311999999999998,3.6021400000000003,1,1,158,22.925,-101.68
14,United States,North America,2015,15,7.119,7.19578,7.0422199999999995,1.3945100000000001,1.24711,0.86179,0.54604,0.40105,0.1589,2.51011,1,1,158,40.0792,-98.8164
15,Brazil,Latin America and Caribbean,2015,16,6.983,7.06452,6.901479999999999,0.98124,1.2328700000000001,0.69702,0.49049,0.14574,0.17521,3.26001,1,1,158,-11.694,-48.978
16,Luxembourg,Western Europe,2015,17,6.946000000000001,7.015980000000001,6.8760200000000005,1.5639100000000001,1.21963,0.91894,0.61583,0.28034000000000003,0.37798000000000004,1.9696099999999999,1,1,158,49.67100000000001,6.1129999999999995
17,Ireland,Western Europe,2015,18,6.94,7.013520000000001,6.86648,1.33596,1.36948,0.89533,0.6177699999999999,0.45901000000000003,0.28703,1.9757,1,1,158,53.214,-7.587999999999999
18,Belgium,Western Europe,2015,19,6.937,7.008900000000001,6.8651,1.30782,1.28566,0.8966700000000001,0.5845,0.2225,0.2254,2.4148400000000003,1,1,158,50.6745,4.4588
19,United Arab Emirates,Middle East and Northern Africa,2015,20,6.901,6.97558,6.82642,1.42727,1.12575,0.80925,0.64157,0.26428,0.38583,2.24743,1,1,158,23.9299,53.9031
20,United Kingdom,Western Europe,2015,21,6.867000000000001,6.904320000000001,6.829680000000001,1.26637,1.28548,0.90943,0.59625,0.51912,0.32066999999999996,1.9699400000000002,1,1,158,52.288999999999994,-1.2590000000000001
21,Oman,Middle East and Northern Africa,2015,22,6.853,6.9597,6.7463,1.36011,1.08182,0.76276,0.63274,0.21541999999999997,0.32524000000000003,2.4748900000000003,1,1,158,19.85,56.25
22,Venezuela,Latin America and Caribbean,2015,23,6.81,6.93952,6.680479999999999,1.04424,1.25596,0.7205199999999999,0.42908,0.058410000000000004,0.11069000000000001,3.1913099999999996,1,1,158,6.983,-64.58800000000001
23,Singapore,Southeast Asia,2015,24,6.797999999999999,6.873599999999999,6.7223999999999995,1.52186,1.02,1.02525,0.54252,0.31105,0.4921,1.8850099999999999,1,1,158,1.3389,103.8297
24,Panama,Latin America and Caribbean,2015,25,6.7860000000000005,6.884200000000001,6.6878,1.0635299999999999,1.1985,0.79661,0.5421,0.24434,0.0927,2.84848,1,1,158,8.347999999999999,-81.005
25,Germany,Western Europe,2015,26,6.75,6.78696,6.71304,1.32792,1.2993700000000001,0.89186,0.6147699999999999,0.28214,0.21843,2.1156900000000003,1,1,158,51.3819,9.9877
26,Chile,Latin America and Caribbean,2015,27,6.67,6.786,6.554,1.10715,1.12447,0.85857,0.44132,0.33363000000000004,0.12869,2.67585,1,1,158,-23.176,-69.20100000000001
27,Qatar,Middle East and Northern Africa,2015,28,6.611000000000001,6.736140000000001,6.485860000000001,1.69042,1.0786,0.79733,0.6404,0.32573,0.52208,1.55674,1,1,158,25.3174,51.1522
28,France,Western Europe,2015,29,6.575,6.64524,6.50476,1.27778,1.2603799999999998,0.9457899999999999,0.55011,0.12332,0.20646,2.21126,1,1,158,46.656000000000006,2.543
29,Argentina,Latin America and Caribbean,2015,30,6.574,6.66624,6.4817599999999995,1.05351,1.24823,0.78723,0.44974,0.11450999999999999,0.08484,2.8360000000000003,1,1,158,-33.166,-64.31
30,Czech Republic,Central and Eastern Europe,2015,31,6.505,6.58836,6.42164,1.17898,1.20643,0.84483,0.46363999999999994,0.10686,0.02652,2.67782,1,1,158,49.848,15.2812
31,Uruguay,Latin America and Caribbean,2015,32,6.485,6.57578,6.394220000000001,1.06166,1.2089,0.8116,0.6036199999999999,0.2324,0.24558000000000002,2.3214200000000003,1,1,158,-32.948,-56.248999999999995
32,Colombia,Latin America and Caribbean,2015,33,6.477,6.57802,6.37598,0.91861,1.2401799999999998,0.69077,0.53466,0.18400999999999998,0.0512,2.85737,1,1,158,3.7939999999999996,-73.60600000000001
33,Thailand,Southeast Asia,2015,34,6.455,6.52614,6.38386,0.9669,1.26504,0.7385,0.5566399999999999,0.5763,0.031869999999999996,2.31945,1,1,158,15.687999999999999,100.845
34,Saudi Arabia,Middle East and Northern Africa,2015,35,6.4110000000000005,6.503660000000001,6.31834,1.39541,1.0839299999999998,0.72025,0.31048000000000003,0.13706,0.32524000000000003,2.43872,1,1,158,24.191,44.32
35,Spain,Western Europe,2015,36,6.329,6.398359999999999,6.25964,1.23011,1.31379,0.95562,0.45951000000000003,0.18227000000000002,0.06398,2.12367,1,1,158,40.617,-3.388
36,Malta,Western Europe,2015,37,6.3020000000000005,6.386120000000001,6.21788,1.2074,1.30203,0.88721,0.60365,0.51752,0.13585999999999998,1.6488,1,1,158,35.9024,14.4137
37,Taiwan,East Asia,2015,38,6.297999999999999,6.375359999999999,6.2206399999999995,1.29098,1.07617,0.8753,0.3974,0.25376,0.08129,2.32323,1,1,158,23.6091,120.8353
38,Kuwait,Middle East and Northern Africa,2015,39,6.295,6.38412,6.20588,1.5542200000000002,1.16594,0.72492,0.55499,0.16228,0.25609,1.8763400000000001,1,1,158,29.3169,47.4272
39,Suriname,Latin America and Caribbean,2015,40,6.269,6.46522,6.07278,0.99534,0.972,0.6082,0.5965699999999999,0.16990999999999998,0.13633,2.79094,1,1,158,4.248,-55.848
40,Trinidad and Tobago,Latin America and Caribbean,2015,41,6.167999999999999,6.3858999999999995,5.950099999999999,1.21183,1.18354,0.61483,0.55884,0.31844,0.0114,2.2688200000000003,1,1,158,10.4435,-61.2604
41,El Salvador,Latin America and Caribbean,2015,42,6.13,6.24236,6.01764,0.76454,1.0250700000000001,0.67737,0.4035,0.10692,0.11775999999999999,3.035,1,1,158,13.847999999999999,-89.229
42,Guatemala,Latin America and Caribbean,2015,43,6.122999999999999,6.227479999999999,6.01852,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472,2.74255,1,1,158,15.124,-90.711
43,Uzbekistan,Central and Eastern Europe,2015,44,6.002999999999999,6.0902199999999995,5.915779999999999,0.63244,1.34043,0.59772,0.6582100000000001,0.22837,0.30826,2.2374099999999997,1,1,158,41.757,63.958
44,Slovakia,Central and Eastern Europe,2015,45,5.995,6.0803400000000005,5.90966,1.1689100000000001,1.26999,0.7890199999999999,0.31751,0.16893,0.03431,2.2463900000000003,1,1,158,48.8595,19.4434
45,Japan,East Asia,2015,46,5.987,6.05862,5.91538,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806,1.68435,1,1,158,35.961999999999996,137.855
46,South Korea,East Asia,2015,47,5.984,6.06596,5.90204,1.24461,0.9577399999999999,0.9653799999999999,0.33208000000000004,0.18557,0.07857,2.21978,1,1,158,36.338,128.16
47,Ecuador,Latin America and Caribbean,2015,48,5.975,6.06556,5.88444,0.8640200000000001,0.99903,0.79075,0.48573999999999995,0.11540999999999998,0.1809,2.5394200000000002,1,1,158,-1.151,-78.308
48,Bahrain,Middle East and Northern Africa,2015,49,5.96,6.06824,5.85176,1.32376,1.21624,0.74716,0.45492,0.17362,0.306,1.73797,1,1,158,26.025,50.5534
49,Italy,Western Europe,2015,50,5.9479999999999995,6.02628,5.869719999999999,1.25114,1.19777,0.9544600000000001,0.26236,0.22823000000000002,0.02901,2.0251799999999998,1,1,158,44.3713,11.1084
50,Bolivia,Latin America and Caribbean,2015,51,5.89,6.00284,5.777159999999999,0.68133,0.97841,0.5392,0.57414,0.20536,0.08800000000000001,2.82334,1,1,158,-16.71,-65.183
51,Moldova,Central and Eastern Europe,2015,52,5.888999999999999,5.96498,5.813019999999999,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615,3.10712,1,1,158,47.523999999999994,28.444000000000003
52,Paraguay,Latin America and Caribbean,2015,53,5.877999999999999,5.969259999999999,5.786739999999999,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242000000000001,2.18896,1,1,158,-23.266,-58.409
53,Kazakhstan,Central and Eastern Europe,2015,54,5.855,5.93728,5.7727200000000005,1.1225399999999999,1.1224100000000001,0.64368,0.51649,0.11827,0.08454,2.24729,1,1,158,48.86600000000001,69.77199999999999
54,Slovenia,Central and Eastern Europe,2015,55,5.848,5.93302,5.76298,1.18498,1.27385,0.8733700000000001,0.60855,0.25328,0.03787,1.6158299999999999,1,1,158,46.037,14.534
55,Lithuania,Central and Eastern Europe,2015,56,5.832999999999999,5.909859999999999,5.756139999999999,1.14723,1.25745,0.73128,0.21341999999999997,0.026410000000000003,0.01031,2.4464900000000003,1,1,158,55.342,24.23
56,Nicaragua,Latin America and Caribbean,2015,57,5.827999999999999,5.93542,5.720579999999999,0.59325,1.14184,0.7431399999999999,0.55475,0.27815,0.19317,2.32407,1,1,158,12.692,-85.03
57,Peru,Latin America and Caribbean,2015,58,5.824,5.9163,5.7317,0.9001899999999999,0.97459,0.73017,0.41496000000000005,0.14982,0.05989,2.5945,1,1,158,-12.664000000000001,-72.98
58,Belarus,Central and Eastern Europe,2015,59,5.813,5.89176,5.73424,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.11045999999999999,0.1909,2.1309,1,1,158,53.3292,27.9492
59,Poland,Central and Eastern Europe,2015,60,5.791,5.87626,5.7057400000000005,1.12555,1.27948,0.77903,0.53122,0.16759000000000002,0.04212,1.86565,1,1,158,52.442,19.72
60,Malaysia,Southeast Asia,2015,61,5.77,5.856599999999999,5.6834,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.33075,0.10500999999999999,1.8854099999999998,1,1,158,4.416,102.09899999999999
61,Croatia,Central and Eastern Europe,2015,62,5.7589999999999995,5.84688,5.671119999999999,1.08254,0.79624,0.78805,0.25883,0.054439999999999995,0.0243,2.75414,1,1,158,45.754,16.385
62,Libya,Middle East and Northern Africa,2015,63,5.754,5.91064,5.597359999999999,1.13145,1.1186200000000002,0.7038,0.41668,0.18295,0.11023,2.0906599999999997,1,1,158,27.24,17.570999999999998
63,Russia,Central and Eastern Europe,2015,64,5.716,5.778700000000001,5.6533,1.13764,1.23617,0.6692600000000001,0.36679,0.00199,0.03005,2.27394,1,1,158,64.736,104.06200000000001
64,Jamaica,Latin America and Caribbean,2015,65,5.709,5.98286,5.43514,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.2123,0.02299,2.32038,1,1,158,18.163,-77.477
65,North Cyprus,Western Europe,2015,66,5.695,5.8077000000000005,5.5823,1.2080600000000001,1.07008,0.92356,0.49027,0.26169000000000003,0.1428,1.5988799999999999,1,1,158,,
66,Cyprus,Western Europe,2015,67,5.689,5.8006,5.5774,1.20813,0.89318,0.92356,0.40671999999999997,0.30638000000000004,0.06146,1.8893099999999998,1,1,158,34.894,32.928000000000004
67,Algeria,Middle East and Northern Africa,2015,68,5.605,5.706980000000001,5.50302,0.93929,1.07772,0.61766,0.28579,0.07822,0.17382999999999998,2.43209,1,1,158,28.6045,2.64
68,Kosovo,Central and Eastern Europe,2015,69,5.5889999999999995,5.68936,5.488639999999999,0.80148,0.81198,0.63132,0.24749000000000002,0.2831,0.04741,2.76579,1,1,158,42.54600000000001,20.921
69,Turkmenistan,Central and Eastern Europe,2015,70,5.547999999999999,5.631499999999999,5.464499999999999,0.95847,1.22668,0.53886,0.4761,0.16979,0.30844,1.8698400000000002,1,1,158,39.584,59.597
70,Mauritius,Sub-Saharan Africa,2015,71,5.477,5.62094,5.333060000000001,1.0076100000000001,0.98521,0.7095,0.56066,0.37744,0.07521,1.76145,1,1,158,-20.2529,57.5902
71,Hong Kong,East Asia,2015,72,5.474,5.57502,5.37298,1.38604,1.05818,1.01328,0.59608,0.39478,0.37124,0.6542899999999999,1,1,158,22.4114,114.0599
72,Estonia,Central and Eastern Europe,2015,73,5.428999999999999,5.509259999999999,5.348739999999999,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184,1.58782,1,1,158,58.777,25.976999999999997
73,Indonesia,Southeast Asia,2015,74,5.399,5.45092,5.34708,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.51535,0.0,1.86399,1,1,158,-0.7390000000000001,114.045
74,Vietnam,Southeast Asia,2015,75,5.36,5.422140000000001,5.29786,0.63216,0.9122600000000001,0.7467600000000001,0.59444,0.1686,0.10440999999999999,2.20173,1,1,158,21.75,105.37299999999999
75,Turkey,Middle East and Northern Africa,2015,76,5.332000000000001,5.409280000000001,5.254720000000001,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746,2.08528,1,1,158,39.144,34.188
76,Kyrgyzstan,Central and Eastern Europe,2015,77,5.2860000000000005,5.3624600000000004,5.2095400000000005,0.47428000000000003,1.15115,0.65088,0.43477,0.3003,0.042319999999999997,2.2327,1,1,158,41.74100000000001,75.043
77,Nigeria,Sub-Saharan Africa,2015,78,5.268,5.35184,5.184159999999999,0.65435,0.9043200000000001,0.16007000000000002,0.34334000000000003,0.27233,0.0403,2.89319,1,1,158,9.3417,7.678
78,Bhutan,South Asia,2015,79,5.252999999999999,5.317499999999999,5.1884999999999994,0.77042,1.10395,0.57407,0.5320600000000001,0.47998,0.15445,1.63794,1,1,158,27.5342,90.3002
79,Azerbaijan,Central and Eastern Europe,2015,80,5.212000000000001,5.279260000000001,5.1447400000000005,1.02389,0.9379299999999999,0.64045,0.3703,0.07799,0.16065,2.00073,1,1,158,40.46,47.883
80,Pakistan,South Asia,2015,81,5.194,5.26852,5.11948,0.59543,0.41411000000000003,0.51466,0.12102,0.33671,0.10464000000000001,3.1070900000000004,1,1,158,28.1854,66.6429
81,Jordan,Middle East and Northern Africa,2015,82,5.192,5.2824800000000005,5.10152,0.9019799999999999,1.05392,0.69639,0.40660999999999997,0.11052999999999999,0.14293,1.8799599999999999,1,1,158,30.680999999999997,36.279
82,Montenegro,Central and Eastern Europe,2015,82,5.192,5.2967,5.0873,0.9743799999999999,0.9055700000000001,0.72521,0.1826,0.1614,0.14296,2.10017,1,1,158,42.857,19.096
83,China,East Asia,2015,84,5.14,5.188479999999999,5.09152,0.89012,0.94675,0.81658,0.5169699999999999,0.08185,0.02781,1.8604,1,1,158,35.1753,99.3877
84,Zambia,Sub-Saharan Africa,2015,85,5.129,5.268759999999999,4.98924,0.47038,0.91612,0.29924,0.48827,0.19591,0.12468,2.6343,1,1,158,-15.13,25.268
85,Romania,Central and Eastern Europe,2015,86,5.124,5.256139999999999,4.99186,1.04345,0.8858799999999999,0.7689,0.35068,0.13748,0.006490000000000001,1.9312900000000002,1,1,158,45.933,25.119
86,Serbia,Central and Eastern Europe,2015,87,5.122999999999999,5.220279999999999,5.02572,0.92053,1.0096399999999999,0.74836,0.20107,0.19230999999999998,0.02617,2.025,1,1,158,44.021,20.699
87,Portugal,Western Europe,2015,88,5.102,5.198040000000001,5.00596,1.15991,1.13935,0.8751899999999999,0.51469,0.13719,0.01078,1.26462,1,1,158,40.957,-7.9373
88,Latvia,Central and Eastern Europe,2015,89,5.098,5.190799999999999,5.0052,1.11312,1.09562,0.72437,0.29671,0.18225999999999998,0.06332,1.62215,1,1,158,57.016999999999996,25.0173
89,Philippines,Southeast Asia,2015,90,5.073,5.17168,4.9743200000000005,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279000000000001,1.7536,1,1,158,17.180999999999997,121.256
90,Somaliland region,Sub-Saharan Africa,2015,91,5.0569999999999995,5.180219999999999,4.93378,0.18847,0.95152,0.43873,0.46581999999999996,0.5031800000000001,0.39928,2.11032,1,1,158,,
91,Morocco,Middle East and Northern Africa,2015,92,5.013,5.0813999999999995,4.9446,0.7347899999999999,0.64095,0.60954,0.41691000000000006,0.07172,0.08546000000000001,2.4537299999999997,1,1,158,31.129,-7.355
92,Macedonia,Central and Eastern Europe,2015,93,5.007,5.11452,4.89948,0.91851,1.00232,0.73545,0.33457,0.22359,0.053270000000000005,1.7393299999999998,1,1,158,41.636,21.676
93,Mozambique,Sub-Saharan Africa,2015,94,4.971,5.12892,4.81308,0.08308,1.02626,0.09131,0.34037,0.22269,0.15603,3.05137,1,1,158,-13.852,38.042
94,Albania,Central and Eastern Europe,2015,95,4.959,5.059259999999999,4.85874,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.14272,0.06412999999999999,1.89894,1,1,158,40.654,20.076
95,Bosnia and Herzegovina,Central and Eastern Europe,2015,96,4.949,5.08726,4.81074,0.8322299999999999,0.9191600000000001,0.79081,0.09245,0.24808000000000002,0.00227,2.06367,1,1,158,44.342,17.804000000000002
96,Lesotho,Sub-Saharan Africa,2015,97,4.898,5.08676,4.709239999999999,0.37545,1.04103,0.07612000000000001,0.31767,0.16388,0.12504,2.79832,1,1,158,-29.445999999999998,28.371
97,Dominican Republic,Latin America and Caribbean,2015,98,4.885,5.03392,4.736079999999999,0.8953700000000001,1.17202,0.66825,0.57672,0.21684,0.14234000000000002,1.21305,1,1,158,19.01,-70.1685
98,Laos,Southeast Asia,2015,99,4.876,5.00996,4.74204,0.5906600000000001,0.73803,0.54909,0.59591,0.42191999999999996,0.24249,1.7379900000000001,1,1,158,19.595,102.538
99,Mongolia,East Asia,2015,100,4.874,4.940259999999999,4.80774,0.82819,1.3006,0.60268,0.43626000000000004,0.3323,0.026660000000000003,1.34759,1,1,158,46.516000000000005,102.564
100,Swaziland,Sub-Saharan Africa,2015,101,4.867,5.04184,4.69216,0.71206,1.07284,0.07566,0.30658,0.18259,0.0306,2.48676,1,1,158,-26.5203,31.4607
101,Greece,Western Europe,2015,102,4.857,4.95824,4.75576,1.15406,0.9293299999999999,0.88213,0.07699,0.0,0.013969999999999998,1.8010099999999998,1,1,158,39.787,21.616999999999997
102,Lebanon,Middle East and Northern Africa,2015,103,4.8389999999999995,4.925739999999999,4.75226,1.0256399999999999,0.80001,0.83947,0.33916,0.21854,0.04582,1.57059,1,1,158,34.161,36.021
103,Hungary,Central and Eastern Europe,2015,104,4.8,4.92214,4.67786,1.12094,1.20215,0.75905,0.32111999999999996,0.128,0.02758,1.24074,1,1,158,47.174,19.618
104,Honduras,Latin America and Caribbean,2015,105,4.788,4.90096,4.67504,0.59532,0.9534799999999999,0.6951,0.40148,0.23026999999999997,0.06825,1.84408,1,1,158,14.880999999999998,-87.12299999999999
105,Tajikistan,Central and Eastern Europe,2015,106,4.7860000000000005,4.84996,4.722040000000001,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.22974,0.15072,2.1139900000000003,1,1,158,38.367,72.597
106,Tunisia,Middle East and Northern Africa,2015,107,4.739,4.81078,4.6672199999999995,0.88113,0.60429,0.73793,0.26268,0.06431,0.06358,2.12466,1,1,158,35.594,9.421
107,Palestinian Territories,Middle East and Northern Africa,2015,108,4.715,4.80288,4.62712,0.59867,0.92558,0.66015,0.24499,0.11250999999999999,0.12905,2.0438400000000003,1,1,158,32.097,35.26
108,Bangladesh,South Asia,2015,109,4.694,4.75554,4.63246,0.39753,0.43106000000000005,0.60164,0.4082,0.21222,0.12569,2.51767,1,1,158,24.598000000000003,90.1963
109,Iran,Middle East and Northern Africa,2015,110,4.686,4.77498,4.59702,1.0088,0.54447,0.69805,0.30033000000000004,0.38086,0.058629999999999995,1.6944,1,1,158,33.408,54.0418
110,Ukraine,Central and Eastern Europe,2015,111,4.681,4.76924,4.59276,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961,1.5714,1,1,158,49.364,32.132
111,Iraq,Middle East and Northern Africa,2015,112,4.677,4.7816399999999994,4.57236,0.98549,0.81889,0.60237,0.0,0.17922000000000002,0.13788,1.95335,1,1,158,33.545,43.278
112,South Africa,Sub-Saharan Africa,2015,113,4.6419999999999995,4.7337,4.550299999999999,0.9204899999999999,1.18468,0.27688,0.33207,0.11972999999999999,0.08884,1.7195599999999998,1,1,158,-31.7,23.441
113,Ghana,Sub-Saharan Africa,2015,114,4.633,4.72784,4.53816,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.23087,0.04355,2.30919,1,1,158,7.257999999999999,-1.062
114,Zimbabwe,Sub-Saharan Africa,2015,115,4.61,4.6958,4.5242,0.271,1.0327600000000001,0.33475,0.25861,0.18987,0.08079,2.44191,1,1,158,-19.098,30.046999999999997
115,Liberia,Sub-Saharan Africa,2015,116,4.571000000000001,4.79236,4.349640000000001,0.0712,0.78968,0.34201,0.28531,0.24361999999999998,0.06232000000000001,2.7772900000000003,1,1,158,6.51,-9.33
116,India,South Asia,2015,117,4.565,4.605860000000001,4.52414,0.64499,0.38174,0.5152899999999999,0.39786,0.26475,0.08492000000000001,2.27513,1,1,158,22.741,78.236
117,Sudan,Sub-Saharan Africa,2015,118,4.55,4.6848,4.4152,0.52107,1.01404,0.36878,0.10081,0.19062,0.1466,2.20857,1,1,158,15.739,29.533
118,Haiti,Latin America and Caribbean,2015,119,4.518,4.66462,4.371379999999999,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175,2.24173,1,1,158,19.3175,-72.4205
119,Congo (Kinshasa),Sub-Saharan Africa,2015,120,4.5169999999999995,4.590599999999999,4.4434,0.0,1.0012,0.09806000000000001,0.22605,0.24834,0.07625,2.86712,1,1,158,-1.4180000000000001,23.607
120,Nepal,South Asia,2015,121,4.513999999999999,4.586139999999999,4.441859999999999,0.35996999999999996,0.86449,0.5687399999999999,0.38282,0.32295999999999997,0.059070000000000004,1.9563700000000002,1,1,158,28.2114,83.5608
121,Ethiopia,Sub-Saharan Africa,2015,122,4.512,4.587599999999999,4.4364,0.19072999999999998,0.60406,0.44055,0.4345,0.24325,0.15048,2.44876,1,1,158,8.435,38.786
122,Sierra Leone,Sub-Saharan Africa,2015,123,4.507,4.648359999999999,4.36564,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.21488000000000002,0.08786000000000001,2.51009,1,1,158,8.677,-11.779000000000002
123,Mauritania,Sub-Saharan Africa,2015,124,4.436,4.51494,4.35706,0.45407,0.86908,0.35874,0.24231999999999998,0.21899999999999997,0.17461,2.11773,1,1,158,19.413,-10.6528
124,Kenya,Sub-Saharan Africa,2015,125,4.419,4.51368,4.324319999999999,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,1.78555,1,1,158,0.8059999999999999,38.166
125,Djibouti,Sub-Saharan Africa,2015,126,4.369,4.53092,4.2070799999999995,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105,2.05125,1,1,158,11.41,42.165
126,Armenia,Central and Eastern Europe,2015,127,4.35,4.445259999999999,4.25474,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.07855,0.039,1.75873,1,1,158,40.56,44.449
127,Botswana,Sub-Saharan Africa,2015,128,4.332,4.43068,4.23332,0.99355,1.10464,0.047760000000000004,0.49495,0.10461,0.12474,1.46181,1,1,158,-22.125999999999998,23.662
128,Myanmar,Southeast Asia,2015,129,4.3069999999999995,4.394019999999999,4.21998,0.27108000000000004,0.70905,0.48246000000000006,0.44017,0.79588,0.19034,1.41805,1,1,158,21.840999999999998,96.05
129,Georgia,Central and Eastern Europe,2015,130,4.297,4.381419999999999,4.21258,0.7419,0.38561999999999996,0.72926,0.40576999999999996,0.055470000000000005,0.38331,1.59541,1,1,158,42.05,43.576
130,Malawi,Sub-Saharan Africa,2015,131,4.292,4.4146,4.1693999999999996,0.016040000000000002,0.41134,0.22562,0.43054,0.33128,0.06977,2.8079099999999997,1,1,158,-13.2731,33.7428
131,Sri Lanka,South Asia,2015,132,4.271,4.34602,4.19598,0.83524,1.01905,0.70806,0.5372600000000001,0.40828000000000003,0.09179,0.67108,1,1,158,7.3,80.727
132,Cameroon,Sub-Saharan Africa,2015,133,4.252,4.34556,4.15844,0.4225,0.8876700000000001,0.23401999999999998,0.49309,0.20618000000000003,0.05786,1.95071,1,1,158,4.4,12.130999999999998
133,Bulgaria,Central and Eastern Europe,2015,134,4.218,4.31456,4.12144,1.01216,1.10614,0.76649,0.30587,0.11921,0.00872,0.89991,1,1,158,42.625,24.521
134,Egypt,Middle East and Northern Africa,2015,135,4.194,4.2592,4.1288,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,1.59927,1,1,158,26.16,28.741999999999997
135,Yemen,Middle East and Northern Africa,2015,136,4.077,4.16434,3.9896599999999998,0.5464899999999999,0.68093,0.40064,0.35570999999999997,0.09131,0.07854,1.92313,1,1,158,15.569,47.793
136,Angola,Sub-Saharan Africa,2015,137,4.033,4.12816,3.9378400000000005,0.75778,0.8604,0.16683,0.10384000000000002,0.12344000000000001,0.07122,1.9493900000000002,1,1,158,-12.835999999999999,17.808
137,Mali,Sub-Saharan Africa,2015,138,3.995,4.1070400000000005,3.88296,0.26074,1.03526,0.20583,0.38856999999999997,0.18798,0.12352,1.79293,1,1,158,18.211,-2.209
138,Congo (Brazzaville),Sub-Saharan Africa,2015,139,3.989,4.12264,3.8553599999999997,0.67866,0.6629,0.31051,0.41466000000000003,0.12387999999999999,0.11685999999999999,1.68135,1,1,158,0.509,16.08
139,Comoros,Sub-Saharan Africa,2015,140,3.9560000000000004,4.05194,3.8600600000000003,0.23906,0.79273,0.36315,0.22916999999999998,0.17440999999999998,0.19899999999999998,1.95812,1,1,158,-11.6527,43.3307
